ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_data,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
762,liver,"[""organ"", ""alcohol""]",2,80,29.0,"[""alcohol"", ""chimney"", ""organ"", ""kangaroo"", ""hamster""]",[],0,1.0,0.0
687,tame,"[""lion"", ""animal""]",2,65,20.5,"[""frost"", ""animal"", ""car"", ""butler"", ""lion""]","[{""alternative_cue"": ""zoo"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""carnivore"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""jaguar"", ""alternative_cue_novel_associations"": [""animal"", ""car""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""puma"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""gazelle"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cub"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""hyena"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""predator"", ""alternative_cue_novel_associations"": [""lion"", ""animal""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""hybrid"", ""alternative_cue_novel_associations"": [""animal"", ""car""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1909,lashes,"[""eye"", ""mascara""]",2,115,31.0,"[""poo"", ""champagne"", ""vein"", ""mascara"", ""eye"", ""trash""]",[],0,1.0,0.0
1421,comb,"[""hair"", ""brush"", ""teeth""]",3,139,46.333333333333336,"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]","[{""alternative_cue"": ""barber"", ""alternative_cue_novel_associations"": [""pole"", ""hair""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""toothpaste"", ""alternative_cue_novel_associations"": [""teeth"", ""brush""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""brushes"", ""alternative_cue_novel_associations"": [""teeth"", ""hair""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""brush"", ""alternative_cue_novel_associations"": [""teeth"", ""hair""], ""num_alternative_cue_novel_associations"": 2}]",3,0.8333333333333334,0.24
353,peninsula,"[""island"", ""land"", ""water""]",3,77,25.666666666666668,"[""yak"", ""land"", ""water"", ""frost"", ""island""]","[{""alternative_cue"": ""inlet"", ""alternative_cue_novel_associations"": [""island"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""isle"", ""alternative_cue_novel_associations"": [""island"", ""water""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1651,reduction,"[""sauce"", ""breast""]",2,72,18.5,"[""breast"", ""lake"", ""daughter"", ""sauce"", ""cracker"", ""drawers""]","[{""alternative_cue"": ""chest"", ""alternative_cue_novel_associations"": [""breast"", ""drawers""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
962,charm,"[""bracelet"", ""smile""]",2,51,19.0,"[""bracelet"", ""truck"", ""japan"", ""smile"", ""kilometer""]",[],0,1.0,0.0
1603,click,"[""mouse"", ""button"", ""computer""]",3,91,30.33333333333333,"[""button"", ""helmet"", ""computer"", ""tattoo"", ""mouse"", ""hooker""]","[{""alternative_cue"": ""reset"", ""alternative_cue_novel_associations"": [""computer"", ""button""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""keyboard"", ""alternative_cue_novel_associations"": [""computer"", ""mouse""], ""num_alternative_cue_novel_associations"": 2}]",2,0.8333333333333334,0.24
1078,algae,"[""green"", ""water"", ""pond"", ""sea""]",4,114,31.5,"[""pond"", ""green"", ""sea"", ""water"", ""locomotive"", ""washer""]","[{""alternative_cue"": ""seahorse"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wharf"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""wave"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""yacht"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""turquoise"", ""alternative_cue_novel_associations"": [""green"", ""sea""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pier"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""islands"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""stagnant"", ""alternative_cue_novel_associations"": [""pond"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""diving"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""whale"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""scuba"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beach"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""depth"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sailboat"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""coast"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""frog"", ""alternative_cue_novel_associations"": [""green"", ""pond""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""otter"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""kelp"", ""alternative_cue_novel_associations"": [""green"", ""sea""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""brine"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ocean"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""reef"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ships"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""boats"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sailing"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""boat"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""seaweed"", ""alternative_cue_novel_associations"": [""green"", ""sea""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bottles"", ""alternative_cue_novel_associations"": [""green"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lake"", ""alternative_cue_novel_associations"": [""pond"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""porpoise"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beaches"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""earth"", ""alternative_cue_novel_associations"": [""green"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""mermaid"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ducks"", ""alternative_cue_novel_associations"": [""pond"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""snorkel"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cove"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfboard"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""nautical"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""marine"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""isle"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ferry"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surf"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bay"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""surfing"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tadpole"", ""alternative_cue_novel_associations"": [""pond"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""marines"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""ship"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""shore"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tide"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""harbor"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""peninsula"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""waves"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""pacific"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""boating"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sponge"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""toad"", ""alternative_cue_novel_associations"": [""green"", ""pond""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""diver"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""inlet"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""life jacket"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""starfish"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sail"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""harbour"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""deep"", ""alternative_cue_novel_associations"": [""sea"", ""water""], ""num_alternative_cue_novel_associations"": 2}]",5,1.0,0.0
742,august,"[""month"", ""hot""]",2,87,26.5,"[""climb"", ""tin"", ""hot"", ""cologne"", ""month""]","[{""alternative_cue"": ""july"", ""alternative_cue_novel_associations"": [""month"", ""hot""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
389,doorknob,"[""handle"", ""door"", ""brass""]",3,92,30.666666666666668,"[""door"", ""handle"", ""yellow"", ""maid"", ""brass""]",[],0,0.8333333333333334,0.24
829,turnip,"[""vegetable"", ""root""]",2,74,32.0,"[""vegetable"", ""doormat"", ""popcorn"", ""root"", ""pine""]","[{""alternative_cue"": ""beets"", ""alternative_cue_novel_associations"": [""vegetable"", ""root""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""parsnip"", ""alternative_cue_novel_associations"": [""vegetable"", ""root""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beet"", ""alternative_cue_novel_associations"": [""vegetable"", ""root""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""radish"", ""alternative_cue_novel_associations"": [""vegetable"", ""root""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
702,consonant,"[""letter"", ""alphabet""]",2,106,19.0,"[""letter"", ""skateboard"", ""passport"", ""clown"", ""alphabet""]","[{""alternative_cue"": ""c"", ""alternative_cue_novel_associations"": [""alphabet"", ""letter""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
660,lavender,"[""purple"", ""flower""]",2,118,45.5,"[""flower"", ""ape"", ""purple"", ""womb"", ""cereal""]","[{""alternative_cue"": ""violet"", ""alternative_cue_novel_associations"": [""purple"", ""flower""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""heather"", ""alternative_cue_novel_associations"": [""purple"", ""flower""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""orchid"", ""alternative_cue_novel_associations"": [""purple"", ""flower""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""iris"", ""alternative_cue_novel_associations"": [""purple"", ""flower""], ""num_alternative_cue_novel_associations"": 2}]",1,1.0,0.0
1032,goblet,"[""wine"", ""cup"", ""fire"", ""glass""]",4,104,31.5,"[""vertebrae"", ""wine"", ""glass"", ""screwdriver"", ""fire"", ""cup""]","[{""alternative_cue"": ""tumbler"", ""alternative_cue_novel_associations"": [""glass"", ""cup""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bottle"", ""alternative_cue_novel_associations"": [""glass"", ""wine""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""rim"", ""alternative_cue_novel_associations"": [""glass"", ""cup""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sherry"", ""alternative_cue_novel_associations"": [""glass"", ""wine""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bottles"", ""alternative_cue_novel_associations"": [""glass"", ""wine""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""champagne"", ""alternative_cue_novel_associations"": [""glass"", ""wine""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beaker"", ""alternative_cue_novel_associations"": [""glass"", ""cup""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""coaster"", ""alternative_cue_novel_associations"": [""glass"", ""cup""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""glass"", ""alternative_cue_novel_associations"": [""wine"", ""cup""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""beer"", ""alternative_cue_novel_associations"": [""glass"", ""wine""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
71,perspiration,"[""wet"", ""hot"", ""deodorant""]",3,124,16.666666666666668,"[""shot"", ""wet"", ""hot"", ""deodorant"", ""brother""]","[{""alternative_cue"": ""perspire"", ""alternative_cue_novel_associations"": [""hot"", ""deodorant"", ""wet""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""humid"", ""alternative_cue_novel_associations"": [""hot"", ""wet""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sweaty"", ""alternative_cue_novel_associations"": [""hot"", ""wet""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""humidity"", ""alternative_cue_novel_associations"": [""hot"", ""wet""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
981,quart,"[""milk"", ""pint"", ""liquid"", ""liter""]",4,79,24.0,"[""weeping"", ""milk"", ""pint"", ""liter"", ""restaurant"", ""liquid""]","[{""alternative_cue"": ""gallon"", ""alternative_cue_novel_associations"": [""pint"", ""liquid"", ""liter"", ""milk""], ""num_alternative_cue_novel_associations"": 4}, {""alternative_cue"": ""pour"", ""alternative_cue_novel_associations"": [""liquid"", ""milk""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""liter"", ""alternative_cue_novel_associations"": [""liquid"", ""milk""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""spill"", ""alternative_cue_novel_associations"": [""liquid"", ""milk""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""spilling"", ""alternative_cue_novel_associations"": [""liquid"", ""milk""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
1077,blow up,"[""explode"", ""explosion"", ""balloon"", ""bomb""]",4,100,31.5,"[""balloon"", ""seat"", ""explode"", ""bomb"", ""explosion"", ""hole""]","[{""alternative_cue"": ""grenade"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""burst"", ""alternative_cue_novel_associations"": [""explode"", ""balloon""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""implode"", ""alternative_cue_novel_associations"": [""explode"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dynamite"", ""alternative_cue_novel_associations"": [""explosion"", ""explode""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""blast"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""boom"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bomb"", ""alternative_cue_novel_associations"": [""explosion"", ""explode""], ""num_alternative_cue_novel_associations"": 2}]",4,0.8666666666666667,0.19
121,florida,"[""hot"", ""sun"", ""beach""]",3,60,13.0,"[""sun"", ""hot"", ""mansion"", ""beach"", ""ash""]","[{""alternative_cue"": ""summertime"", ""alternative_cue_novel_associations"": [""hot"", ""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""sunscreen"", ""alternative_cue_novel_associations"": [""hot"", ""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""tropics"", ""alternative_cue_novel_associations"": [""hot"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""warmer"", ""alternative_cue_novel_associations"": [""hot"", ""sun""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sunglasses"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""california"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tropic"", ""alternative_cue_novel_associations"": [""hot"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""palm tree"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""palm trees"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""warmth"", ""alternative_cue_novel_associations"": [""hot"", ""sun""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""miami"", ""alternative_cue_novel_associations"": [""hot"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sunset"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tropical"", ""alternative_cue_novel_associations"": [""hot"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bikini"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""tan"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""volcano"", ""alternative_cue_novel_associations"": [""ash"", ""hot""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sunburn"", ""alternative_cue_novel_associations"": [""hot"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""heat"", ""alternative_cue_novel_associations"": [""hot"", ""sun""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""sunny"", ""alternative_cue_novel_associations"": [""sun"", ""beach""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""summer"", ""alternative_cue_novel_associations"": [""hot"", ""sun""], ""num_alternative_cue_novel_associations"": 2}]",5,0.8333333333333334,0.24
1515,dynamite,"[""explosion"", ""explode"", ""bomb""]",3,77,20.33333333333333,"[""explode"", ""pictures"", ""closet"", ""bomb"", ""explosion"", ""mice""]","[{""alternative_cue"": ""blow up"", ""alternative_cue_novel_associations"": [""explosion"", ""explode"", ""bomb""], ""num_alternative_cue_novel_associations"": 3}, {""alternative_cue"": ""boom"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""blast"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""grenade"", ""alternative_cue_novel_associations"": [""explosion"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""bomb"", ""alternative_cue_novel_associations"": [""explosion"", ""explode""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""implode"", ""alternative_cue_novel_associations"": [""explode"", ""bomb""], ""num_alternative_cue_novel_associations"": 2}]",4,1.0,0.0
1195,sweatshop,"[""children"", ""clothes"", ""china"", ""factory""]",4,47,14.25,"[""factory"", ""pamphlet"", ""children"", ""china"", ""soda"", ""clothes""]","[{""alternative_cue"": ""emperor"", ""alternative_cue_novel_associations"": [""china"", ""clothes""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""textile"", ""alternative_cue_novel_associations"": [""factory"", ""clothes""], ""num_alternative_cue_novel_associations"": 2}]",2,1.0,0.0
213,dealer,"[""drugs"", ""car"", ""poker""]",3,118,28.666666666666668,"[""car"", ""drugs"", ""pullover"", ""poker"", ""speck""]","[{""alternative_cue"": ""speed"", ""alternative_cue_novel_associations"": [""drugs"", ""car""], ""num_alternative_cue_novel_associations"": 2}]",1,0.8333333333333334,0.24
1494,plates,"[""food"", ""dinner"", ""dish""]",3,89,22.0,"[""chlorine"", ""dinner"", ""dryer"", ""tenant"", ""dish"", ""food""]","[{""alternative_cue"": ""tablecloth"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""washer"", ""alternative_cue_novel_associations"": [""dish"", ""dryer""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dining room"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""lunch"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""diner"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""leftover"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""feast"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""banquet"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""meal"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""leftovers"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""roast beef"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""breakfast"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cooked"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""napkin"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""platter"", ""alternative_cue_novel_associations"": [""dish"", ""food""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""cuisine"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""buffet"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""meatloaf"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""dine"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""table"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""supper"", ""alternative_cue_novel_associations"": [""food"", ""dinner""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
1659,flasher,"[""light"", ""naked""]",2,68,25.5,"[""jungle"", ""naked"", ""lion"", ""olympics"", ""light"", ""door""]","[{""alternative_cue"": ""tiger"", ""alternative_cue_novel_associations"": [""lion"", ""jungle""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""safari"", ""alternative_cue_novel_associations"": [""lion"", ""jungle""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""torch"", ""alternative_cue_novel_associations"": [""olympics"", ""light""], ""num_alternative_cue_novel_associations"": 2}, {""alternative_cue"": ""exposure"", ""alternative_cue_novel_associations"": [""light"", ""naked""], ""num_alternative_cue_novel_associations"": 2}]",3,1.0,0.0
