candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,images_source,ID
"[""ruby"", ""family"", ""cookie"", ""house"", ""lemon""]",residence,"[""family"", ""house""]",67,2,539,5,1,0,swow,703
"[""plumber"", ""fertilizer"", ""toilet"", ""library"", ""water"", ""sleigh""]",grow,"[""fertilizer"", ""water""]",67,2,540,6,1,0,swow,704
"[""plumber"", ""fertilizer"", ""toilet"", ""library"", ""water"", ""sleigh""]",nitrogen,"[""fertilizer"", ""toilet""]",67,2,542,6,1,0,swow,705
"[""plumber"", ""fertilizer"", ""toilet"", ""library"", ""water"", ""sleigh""]",container,"[""fertilizer"", ""toilet"", ""sleigh""]",50,3,545,6,1,0,swow,706
"[""earring"", ""slate"", ""nose"", ""mercury"", ""ear""]",wax,"[""earring"", ""ear""]",67,2,547,5,1,0,swow,707
"[""earring"", ""slate"", ""nose"", ""mercury"", ""ear""]",dumbo,"[""earring"", ""ear""]",0,2,548,5,1,0,swow,708
"[""earring"", ""slate"", ""nose"", ""mercury"", ""ear""]",vanilla,"[""nose"", ""ear""]",67,2,549,5,1,0,swow,709
"[""earring"", ""slate"", ""nose"", ""mercury"", ""ear""]",deaf,"[""earring"", ""ear""]",67,2,551,5,1,0,swow,710
"[""golf"", ""hit"", ""piece"", ""group"", ""cosmetics""]",equality,"[""piece"", ""group""]",67,2,554,5,1,0,swow,711
"[""golf"", ""hit"", ""piece"", ""group"", ""cosmetics""]",pose,"[""golf"", ""piece""]",67,2,555,5,1,0,swow,712
"[""golf"", ""hit"", ""piece"", ""group"", ""cosmetics""]",pieces,"[""group"", ""cosmetics""]",67,2,557,5,1,0,swow,713
"[""mustache"", ""money"", ""spreadsheet"", ""drugs"", ""silver""]",index,"[""money"", ""spreadsheet""]",67,2,558,5,1,0,swow,714
"[""mustache"", ""money"", ""spreadsheet"", ""drugs"", ""silver""]",wealth,"[""money"", ""spreadsheet"", ""silver""]",50,3,559,5,1,0,swow,715
"[""mustache"", ""money"", ""spreadsheet"", ""drugs"", ""silver""]",finance,"[""money"", ""spreadsheet"", ""silver""]",0,3,560,5,1,0,swow,716
"[""mustache"", ""money"", ""spreadsheet"", ""drugs"", ""silver""]",wealth,"[""mustache"", ""money"", ""silver""]",0,3,561,5,1,0,swow,717
"[""road"", ""fruit"", ""red"", ""octopus"", ""cream"", ""pedal""]",blood,"[""red"", ""cream""]",67,2,566,6,1,0,swow,718
"[""road"", ""fruit"", ""red"", ""octopus"", ""cream"", ""pedal""]",bicycle,"[""road"", ""pedal""]",100,2,567,6,1,0,swow,719
"[""moat"", ""medicine"", ""drugs"", ""fruit"", ""fertilizer""]",viagra,"[""medicine"", ""drugs""]",0,2,570,5,0.83,0.24,swow,720
"[""moat"", ""medicine"", ""drugs"", ""fruit"", ""fertilizer""]",mow,"[""moat"", ""fertilizer""]",67,2,571,5,1,0,swow,721
"[""moat"", ""medicine"", ""drugs"", ""fruit"", ""fertilizer""]",swallow,"[""medicine"", ""drugs"", ""fruit""]",80,3,572,5,1,0,swow,722
"[""moat"", ""medicine"", ""drugs"", ""fruit"", ""fertilizer""]",landscape,"[""moat"", ""fertilizer""]",67,2,575,5,1,0,swow,723
"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",orb,"[""moon"", ""dog""]",0,2,576,6,1,0,swow,724
"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",roll,"[""brake"", ""dog"", ""cart""]",50,3,577,6,1,0,swow,725
"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",round,"[""moon"", ""brake""]",67,2,578,6,1,0,swow,726
"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",cheese,"[""moon"", ""cart""]",67,2,579,6,1,0,swow,727
"[""moon"", ""brake"", ""dog"", ""cart"", ""wrench"", ""rake""]",metal,"[""brake"", ""cart"", ""wrench"", ""rake""]",40,4,581,6,1,0,swow,728
"[""cocoa"", ""kitchen"", ""food"", ""flag"", ""baking"", ""reporter""]",food,"[""cocoa"", ""kitchen"", ""food"", ""baking""]",40,4,582,6,1,0,swow,729
"[""cocoa"", ""kitchen"", ""food"", ""flag"", ""baking"", ""reporter""]",ingredient,"[""cocoa"", ""baking""]",67,2,584,6,1,0,swow,730
"[""theater"", ""shelf"", ""concert"", ""school"", ""music"", ""mat""]",live,"[""shelf"", ""concert""]",67,2,589,6,1,0,swow,731
"[""theater"", ""shelf"", ""concert"", ""school"", ""music"", ""mat""]",concerto,"[""theater"", ""music""]",0,2,590,6,1,0,swow,732
"[""theater"", ""shelf"", ""concert"", ""school"", ""music"", ""mat""]",mosh,"[""concert"", ""music""]",0,2,592,6,1,0,swow,733
"[""theater"", ""shelf"", ""concert"", ""school"", ""music"", ""mat""]",headache,"[""theater"", ""concert"", ""school"", ""music""]",67,4,593,6,1,0,swow,734
"[""beach"", ""eraser"", ""village"", ""island"", ""roof""]",empty,"[""eraser"", ""island""]",67,2,597,5,1,0,swow,735
"[""beach"", ""eraser"", ""village"", ""island"", ""roof""]",aloe,"[""beach"", ""island""]",67,2,598,5,1,0,swow,736
"[""beach"", ""eraser"", ""village"", ""island"", ""roof""]",whistle,"[""beach"", ""island""]",100,2,599,5,1,0,swow,737
"[""engineer"", ""orphanage"", ""car"", ""green light"", ""joystick"", ""grease""]",grease,"[""engineer"", ""car"", ""grease""]",50,3,600,6,1,0,swow,738
"[""engineer"", ""orphanage"", ""car"", ""green light"", ""joystick"", ""grease""]",lubricate,"[""engineer"", ""car"", ""grease""]",80,3,602,6,1,0,swow,739
"[""engineer"", ""orphanage"", ""car"", ""green light"", ""joystick"", ""grease""]",signal,"[""car"", ""green light""]",67,2,603,6,1,0,swow,740
"[""engineer"", ""orphanage"", ""car"", ""green light"", ""joystick"", ""grease""]",groups,"[""orphanage"", ""grease""]",0,2,604,6,1,0,swow,741
"[""desk"", ""dirty"", ""you"", ""mud"", ""closet""]",work,"[""desk"", ""dirty"", ""mud""]",50,3,607,5,1,0,swow,742
"[""desk"", ""dirty"", ""you"", ""mud"", ""closet""]",dirt,"[""dirty"", ""mud""]",0,2,608,5,1,0,swow,743
"[""desk"", ""dirty"", ""you"", ""mud"", ""closet""]",grime,"[""dirty"", ""mud""]",0,2,609,5,1,0,swow,744
"[""desk"", ""dirty"", ""you"", ""mud"", ""closet""]",limbs,"[""dirty"", ""mud""]",0,2,610,5,1,0,swow,745
"[""puzzle"", ""music"", ""yank"", ""ballet"", ""tattoo""]",stage,"[""music"", ""ballet""]",0,2,614,5,1,0,swow,746
"[""puzzle"", ""music"", ""yank"", ""ballet"", ""tattoo""]",painting,"[""puzzle"", ""tattoo""]",67,2,615,5,1,0,swow,747
"[""water"", ""gas"", ""wet"", ""mist"", ""fin""]",enjoy,"[""water"", ""wet"", ""fin""]",0,3,620,5,1,0,swow,748
"[""water"", ""gas"", ""wet"", ""mist"", ""fin""]",elemental,"[""water"", ""gas""]",0,2,623,5,1,0,swow,749
"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",time,"[""chemist"", ""businessman""]",67,2,625,5,1,0,swow,750
"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",flight,"[""businessman"", ""fly""]",0,2,626,5,1,0,swow,751
"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",pressure,"[""chemist"", ""businessman""]",67,2,627,5,1,0,swow,752
"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",tiny,"[""worm"", ""fly""]",67,2,628,5,1,0,swow,753
"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",macro,"[""worm"", ""fly""]",0,2,629,5,0.83,0.24,swow,754
"[""iron"", ""anvil"", ""horseshoe"", ""hockey"", ""velvet"", ""metal""]",press,"[""iron"", ""horseshoe"", ""metal""]",50,3,631,6,1,0,swow,755
"[""iron"", ""anvil"", ""horseshoe"", ""hockey"", ""velvet"", ""metal""]",iron,"[""iron"", ""anvil"", ""horseshoe"", ""metal""]",40,4,633,6,1,0,swow,756
"[""milk"", ""eskimo"", ""cow"", ""baby"", ""leg"", ""clock""]",curve,"[""cow"", ""leg""]",67,2,636,6,1,0,swow,757
"[""milk"", ""eskimo"", ""cow"", ""baby"", ""leg"", ""clock""]",moo,"[""milk"", ""cow""]",67,2,637,6,1,0,swow,758
"[""milk"", ""eskimo"", ""cow"", ""baby"", ""leg"", ""clock""]",warm,"[""eskimo"", ""baby""]",67,2,639,6,1,0,swow,759
"[""milk"", ""eskimo"", ""cow"", ""baby"", ""leg"", ""clock""]",mom,"[""milk"", ""baby""]",67,2,640,6,1,0,swow,760
"[""milk"", ""eskimo"", ""cow"", ""baby"", ""leg"", ""clock""]",lactose,"[""milk"", ""cow""]",0,2,641,6,1,0,swow,761
"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",wool,"[""sheep"", ""sweater""]",0,2,642,6,1,0,swow,762
"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",machine,"[""telephone"", ""gear""]",67,2,643,6,1,0,swow,763
"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",executive,"[""telephone"", ""businessman""]",67,2,644,6,0.83,0.24,swow,764
"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",fiber,"[""sheep"", ""sweater""]",67,2,645,6,1,0,swow,765
"[""telephone"", ""businessman"", ""sheep"", ""librarian"", ""sweater"", ""gear""]",knit,"[""sheep"", ""sweater""]",0,2,646,6,1,0,swow,766
"[""slap"", ""mantis"", ""ballot"", ""organism"", ""citizen""]",wildlife,"[""mantis"", ""organism""]",0,2,651,5,1,0,swow,767
"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",churn,"[""stomach"", ""vomit""]",67,2,655,6,1,0,swow,768
"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",nausea,"[""stomach"", ""vomit""]",67,2,656,6,1,0,swow,769
"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",bell,"[""green"", ""pepper""]",0,2,657,6,1,0,swow,770
"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",irritable,"[""stomach"", ""vomit""]",67,2,658,6,1,0,swow,771
"[""green"", ""stomach"", ""nectar"", ""pepper"", ""cable"", ""vomit""]",upset,"[""stomach"", ""vomit""]",100,2,659,6,1,0,swow,772
"[""cloth"", ""food"", ""dinner"", ""chair"", ""heroin"", ""soda""]",tasty,"[""food"", ""dinner"", ""soda""]",50,3,661,6,1,0,swow,773
"[""cloth"", ""food"", ""dinner"", ""chair"", ""heroin"", ""soda""]",bistro,"[""food"", ""dinner""]",67,2,662,6,1,0,swow,774
"[""cloth"", ""food"", ""dinner"", ""chair"", ""heroin"", ""soda""]",dribble,"[""cloth"", ""dinner"", ""soda""]",50,3,664,6,1,0,swow,775
"[""cloth"", ""food"", ""dinner"", ""chair"", ""heroin"", ""soda""]",Italy,"[""food"", ""dinner"", ""heroin""]",80,3,665,6,1,0,swow,776
"[""earth"", ""shove"", ""garden"", ""mud"", ""plant"", ""shelf""]",conflict,"[""shove"", ""mud""]",0,2,666,6,1,0,swow,777
"[""earth"", ""shove"", ""garden"", ""mud"", ""plant"", ""shelf""]",flora,"[""garden"", ""plant"", ""shelf""]",50,3,668,6,1,0,swow,778
"[""earth"", ""shove"", ""garden"", ""mud"", ""plant"", ""shelf""]",fauna,"[""shove"", ""mud""]",67,2,669,6,1,0,swow,779
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",hands,"[""climb"", ""arms""]",67,2,672,6,1,0,swow,780
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",awake,"[""climb"", ""arms"", ""slope"", ""tea""]",40,4,673,6,1,0,swow,781
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",circular,"[""slope"", ""tea""]",67,2,674,6,1,0,swow,782
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",obstacle,"[""climb"", ""slope""]",0,2,675,6,1,0,swow,783
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",climb,"[""climb"", ""slope""]",0,2,676,6,1,0,swow,784
"[""climb"", ""cucumber"", ""hill"", ""arms"", ""slope"", ""tea""]",grade,"[""hill"", ""slope""]",67,2,677,6,1,0,swow,785
"[""cloth"", ""window"", ""tank"", ""cover"", ""itunes""]",toilet,"[""cloth"", ""window"", ""cover""]",50,3,679,5,1,0,swow,786
"[""cloth"", ""window"", ""tank"", ""cover"", ""itunes""]",calm,"[""cover"", ""itunes""]",67,2,680,5,1,0,swow,787
"[""cloth"", ""window"", ""tank"", ""cover"", ""itunes""]",tread,"[""tank"", ""cover""]",67,2,681,5,1,0,swow,788
"[""cloth"", ""window"", ""tank"", ""cover"", ""itunes""]",massage,"[""cloth"", ""itunes""]",67,2,683,5,1,0,swow,789
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",bovine,"[""milk"", ""cow""]",0,2,684,6,1,0,swow,790
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",liquid,"[""milk"", ""goods"", ""ocean"", ""tar""]",40,4,685,6,1,0,swow,791
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",udder,"[""milk"", ""cow""]",0,2,686,6,1,0,swow,792
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",lid,"[""milk"", ""goods""]",67,2,687,6,1,0,swow,793
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",produce,"[""milk"", ""farm""]",67,2,688,6,1,0,swow,794
"[""milk"", ""goods"", ""farm"", ""ocean"", ""tar"", ""cow""]",vessel,"[""milk"", ""goods""]",100,2,689,6,0.83,0.24,swow,795
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",blood,"[""fly"", ""red""]",67,2,690,6,1,0,swow,796
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",buzzing,"[""fly"", ""insect"", ""bug""]",0,3,691,6,1,0,swow,797
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",Exoskeleton,"[""fly"", ""insect"", ""bug""]",0,3,692,6,1,0,swow,798
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",Pest,"[""fly"", ""bug""]",67,2,693,6,1,0,swow,799
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",old,"[""pyramid"", ""scotch""]",100,2,694,6,1,0,swow,800
"[""pyramid"", ""fly"", ""scotch"", ""insect"", ""bug"", ""red""]",fear,"[""fly"", ""insect"", ""bug""]",50,3,695,6,1,0,swow,801
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",primary,"[""dye"", ""print""]",67,2,696,5,1,0,swow,802
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",mammals,"[""ape"", ""print""]",67,2,697,5,1,0,swow,803
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",print,"[""print"", ""article""]",67,2,698,5,1,0,swow,804
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",wedge,"[""dye"", ""punch""]",67,2,699,5,1,0,swow,805
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",wedge,"[""dye"", ""punch""]",67,2,700,5,1,0,swow,806
"[""dye"", ""ape"", ""punch"", ""print"", ""article""]",humanoid,"[""ape"", ""punch"", ""print""]",50,3,701,5,1,0,swow,807
"[""weasel"", ""theater"", ""skateboard"", ""audience"", ""tortoise""]",performance,"[""theater"", ""audience""]",67,2,703,5,1,0,swow,808
"[""weasel"", ""theater"", ""skateboard"", ""audience"", ""tortoise""]",zoo,"[""weasel"", ""tortoise""]",0,2,704,5,1,0,swow,809
"[""weasel"", ""theater"", ""skateboard"", ""audience"", ""tortoise""]",veterinarian,"[""weasel"", ""tortoise""]",0,2,705,5,1,0,swow,810
"[""weasel"", ""theater"", ""skateboard"", ""audience"", ""tortoise""]",hunt,"[""weasel"", ""audience""]",67,2,707,5,1,0,swow,811
"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",orange,"[""orange"", ""fruit""]",0,2,708,5,1,0,swow,812
"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",color,"[""orange"", ""nail polish""]",0,2,709,5,0.83,0.24,swow,813
"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",stars,"[""oasis"", ""planet""]",67,2,710,5,1,0,swow,814
"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",palette,"[""orange"", ""nail polish""]",0,2,711,5,1,0,swow,815
"[""oasis"", ""planet"", ""orange"", ""nail polish"", ""fruit""]",round,"[""planet"", ""fruit""]",0,2,712,5,1,0,swow,816
"[""pouch"", ""flame"", ""hug"", ""piercing"", ""game"", ""caravan""]",connected,"[""hug"", ""piercing"", ""game""]",50,3,714,6,1,0,swow,817
"[""pouch"", ""flame"", ""hug"", ""piercing"", ""game"", ""caravan""]",fuel,"[""flame"", ""caravan""]",67,2,715,6,1,0,swow,818
"[""pouch"", ""flame"", ""hug"", ""piercing"", ""game"", ""caravan""]",cozy,"[""flame"", ""hug"", ""caravan""]",80,3,716,6,1,0,swow,819
"[""pouch"", ""flame"", ""hug"", ""piercing"", ""game"", ""caravan""]",passion,"[""flame"", ""hug""]",0,2,718,6,0.83,0.24,swow,820
"[""nostril"", ""blind"", ""face"", ""groom"", ""pocket""]",sense,"[""nostril"", ""blind""]",67,2,721,5,1,0,swow,821
"[""nostril"", ""blind"", ""face"", ""groom"", ""pocket""]",formal,"[""blind"", ""groom""]",67,2,724,5,1,0,swow,822
"[""nostril"", ""blind"", ""face"", ""groom"", ""pocket""]",snout,"[""nostril"", ""face""]",67,2,725,5,1,0,swow,823
"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",box,"[""tin"", ""ship""]",67,2,726,5,1,0,swow,824
"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",many,"[""ship"", ""orphanage"", ""pasta""]",80,3,727,5,1,0,swow,825
"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",loud,"[""ship"", ""orphanage""]",100,2,728,5,1,0,swow,826
"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",pirate,"[""pirate"", ""ship""]",0,2,729,5,1,0,swow,827
"[""tin"", ""pirate"", ""ship"", ""orphanage"", ""pasta""]",stack,"[""tin"", ""ship""]",67,2,730,5,1,0,swow,828
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",sing,"[""music"", ""sing""]",0,2,732,6,1,0,swow,829
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",perform,"[""music"", ""sing""]",0,2,733,6,1,0,swow,830
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",looking,"[""penguin"", ""sing"", ""church""]",50,3,734,6,1,0,swow,831
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",wild,"[""penguin"", ""sing""]",0,2,735,6,1,0,swow,832
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",dance,"[""music"", ""penguin"", ""sing"", ""church""]",0,4,736,6,1,0,swow,833
"[""music"", ""check"", ""penguin"", ""sing"", ""church"", ""group""]",deposit,"[""check"", ""church""]",67,2,737,6,1,0,swow,834
"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",balanced,"[""mice"", ""breakfast""]",67,2,738,6,1,0,swow,835
"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",spirals,"[""firework"", ""rattle""]",0,2,739,6,1,0,swow,836
"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",applause,"[""theater"", ""stage""]",100,2,740,6,1,0,swow,837
"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",clap,"[""theater"", ""stage""]",100,2,741,6,1,0,swow,838
"[""firework"", ""theater"", ""stage"", ""mice"", ""breakfast"", ""rattle""]",fold,"[""theater"", ""stage""]",100,2,742,6,1,0,swow,839
"[""house"", ""waitress"", ""adobe"", ""breathe"", ""light""]",happy,"[""waitress"", ""breathe""]",100,2,746,5,1,0,swow,840
"[""house"", ""waitress"", ""adobe"", ""breathe"", ""light""]",symbols,"[""adobe"", ""breathe""]",67,2,747,5,1,0,swow,841
"[""house"", ""waitress"", ""adobe"", ""breathe"", ""light""]",missing,"[""house"", ""light""]",67,2,748,5,1,0,swow,842
"[""house"", ""waitress"", ""adobe"", ""breathe"", ""light""]",inside,"[""waitress"", ""light""]",67,2,749,5,1,0,swow,843
"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",life,"[""forest"", ""pollen"", ""tree""]",50,3,750,5,1,0,swow,844
"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",replenish,"[""forest"", ""pollen""]",0,2,751,5,1,0,swow,845
"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",itch,"[""forest"", ""pollen""]",0,2,752,5,1,0,swow,846
"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",nap,"[""forest"", ""tree""]",67,2,753,5,1,0,swow,847
"[""diagram"", ""forest"", ""pine"", ""pollen"", ""tree""]",woodpeckers,"[""forest"", ""tree""]",67,2,754,5,1,0,swow,848
"[""milk"", ""fire"", ""saloon"", ""woods"", ""factory""]",warm,"[""fire"", ""saloon""]",67,2,759,5,1,0,swow,849
"[""milk"", ""fire"", ""saloon"", ""woods"", ""factory""]",deforestation,"[""woods"", ""factory""]",67,2,760,5,1,0,swow,850
"[""snow"", ""ski"", ""rice"", ""outside"", ""mountain""]",subzero,"[""snow"", ""ski""]",67,2,765,5,1,0,swow,851
"[""snow"", ""ski"", ""rice"", ""outside"", ""mountain""]",powder,"[""snow"", ""ski""]",0,2,767,5,1,0,swow,852
"[""shooter"", ""bush"", ""legume"", ""thicket"", ""thorn""]",bullet,"[""shooter"", ""thicket""]",67,2,768,5,1,0,swow,853
"[""shooter"", ""bush"", ""legume"", ""thicket"", ""thorn""]",rose,"[""bush"", ""thorn""]",0,2,770,5,1,0,swow,854
"[""shooter"", ""bush"", ""legume"", ""thicket"", ""thorn""]",mission,"[""shooter"", ""bush""]",0,2,771,5,1,0,swow,855
"[""shooter"", ""bush"", ""legume"", ""thicket"", ""thorn""]",war,"[""shooter"", ""bush""]",67,2,772,5,1,0,swow,856
"[""shooter"", ""bush"", ""legume"", ""thicket"", ""thorn""]",plant,"[""legume"", ""thorn""]",0,2,773,5,1,0,swow,857
"[""flower"", ""paper"", ""laundry"", ""bracelet"", ""clothes""]",pretty,"[""flower"", ""bracelet""]",0,2,774,5,1,0,swow,858
"[""flower"", ""paper"", ""laundry"", ""bracelet"", ""clothes""]",love,"[""flower"", ""bracelet""]",67,2,775,5,1,0,swow,859
"[""car"", ""barn"", ""corner"", ""prince"", ""wheel""]",wheel,"[""car"", ""wheel""]",67,2,780,5,0.83,0.24,swow,860
"[""car"", ""barn"", ""corner"", ""prince"", ""wheel""]",flat,"[""car"", ""wheel""]",67,2,782,5,1,0,swow,861
"[""car"", ""barn"", ""corner"", ""prince"", ""wheel""]",audio,"[""car"", ""prince""]",100,2,785,5,1,0,swow,862
"[""slope"", ""fuel"", ""sting"", ""light"", ""sheet"", ""sun""]",sweat,"[""slope"", ""sun""]",67,2,786,6,1,0,swow,863
"[""slope"", ""fuel"", ""sting"", ""light"", ""sheet"", ""sun""]",sun,"[""slope"", ""sun""]",0,2,788,6,1,0,swow,864
"[""slope"", ""fuel"", ""sting"", ""light"", ""sheet"", ""sun""]",old,"[""sting"", ""sun""]",67,2,789,6,1,0,swow,865
"[""slope"", ""fuel"", ""sting"", ""light"", ""sheet"", ""sun""]",solar,"[""slope"", ""sun""]",0,2,790,6,1,0,swow,866
"[""slope"", ""fuel"", ""sting"", ""light"", ""sheet"", ""sun""]",renewable,"[""fuel"", ""sun""]",67,2,791,6,1,0,swow,867
"[""mold"", ""colt"", ""tennis"", ""tummy"", ""wet"", ""weapon""]",aim,"[""colt"", ""tennis"", ""weapon""]",50,3,792,6,1,0,swow,868
"[""mold"", ""colt"", ""tennis"", ""tummy"", ""wet"", ""weapon""]",columbine,"[""colt"", ""weapon""]",0,2,796,6,1,0,swow,869
"[""hair"", ""scarf"", ""nail"", ""spa"", ""eating""]",pamper,"[""hair"", ""nail"", ""spa""]",0,3,800,5,1,0,swow,870
"[""hair"", ""scarf"", ""nail"", ""spa"", ""eating""]",mascara,"[""scarf"", ""nail""]",67,2,801,5,1,0,swow,871
"[""hair"", ""scarf"", ""nail"", ""spa"", ""eating""]",fashion,"[""scarf"", ""nail""]",0,2,803,5,1,0,swow,872
"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]",brush,"[""brush"", ""hair""]",0,2,804,6,1,0,swow,873
"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]",eat,"[""cookie"", ""teeth""]",67,2,805,6,1,0,swow,874
"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]",locks,"[""brush"", ""hair""]",67,2,806,6,1,0,swow,875
"[""brush"", ""pole"", ""thumb"", ""cookie"", ""hair"", ""teeth""]",crunch,"[""cookie"", ""teeth""]",67,2,807,6,1,0,swow,876
"[""organism"", ""doctor"", ""picnic"", ""brain"", ""berry""]",neurology,"[""doctor"", ""brain""]",67,2,810,5,1,0,swow,877
"[""organism"", ""doctor"", ""picnic"", ""brain"", ""berry""]",model,"[""organism"", ""brain"", ""berry""]",0,3,812,5,1,0,swow,878
"[""organism"", ""doctor"", ""picnic"", ""brain"", ""berry""]",yummy,"[""picnic"", ""berry""]",0,2,813,5,1,0,swow,879
"[""organism"", ""doctor"", ""picnic"", ""brain"", ""berry""]",fructose,"[""picnic"", ""berry""]",67,2,815,5,1,0,swow,880
"[""whirlwind"", ""pirate"", ""groundhog"", ""leaves"", ""forest"", ""green""]",plant,"[""groundhog"", ""leaves"", ""forest""]",50,3,817,6,1,0,swow,881
"[""whirlwind"", ""pirate"", ""groundhog"", ""leaves"", ""forest"", ""green""]",smell,"[""pirate"", ""groundhog""]",67,2,819,6,1,0,swow,882
"[""whirlwind"", ""pirate"", ""groundhog"", ""leaves"", ""forest"", ""green""]",ship,"[""whirlwind"", ""pirate""]",67,2,820,6,1,0,swow,883
"[""water"", ""freeway"", ""button"", ""rain"", ""bong""]",labcoat,"[""button"", ""bong""]",0,2,824,5,1,0,swow,884
"[""water"", ""freeway"", ""button"", ""rain"", ""bong""]",circular,"[""button"", ""bong""]",67,2,826,5,1,0,swow,885
"[""scrabble"", ""hangman"", ""curry"", ""thread"", ""pour"", ""sewing""]",strings,"[""hangman"", ""sewing""]",100,2,828,6,1,0,swow,886
"[""scrabble"", ""hangman"", ""curry"", ""thread"", ""pour"", ""sewing""]",spill,"[""curry"", ""pour""]",67,2,829,6,1,0,swow,887
"[""scrabble"", ""hangman"", ""curry"", ""thread"", ""pour"", ""sewing""]",etsy,"[""thread"", ""sewing""]",0,2,830,6,1,0,swow,888
"[""scrabble"", ""hangman"", ""curry"", ""thread"", ""pour"", ""sewing""]",thread,"[""thread"", ""sewing""]",67,2,832,6,1,0,swow,889
"[""climb"", ""tin"", ""hot"", ""cologne"", ""month""]",Counting,"[""hot"", ""month""]",67,2,835,5,1,0,swow,890
"[""climb"", ""tin"", ""hot"", ""cologne"", ""month""]",measure,"[""hot"", ""month""]",67,2,838,5,1,0,swow,891
