ID,cue,associations,num_associations,cue_weight,associations_mean_weight,candidates,candidates_connectivity_score,solvers_jaccard_mean,solvers_jaccard_std
1092,copper,"[""penny"", ""metal"", ""wire"", ""police""]",4,83,23.75,"[""wire"", ""metal"", ""swim"", ""crying"", ""police"", ""penny""]",3,1,0
155,leftovers,"[""food"", ""dinner"", ""fridge""]",3,78,26,"[""mermaid"", ""petroleum"", ""food"", ""dinner"", ""fridge""]",2,1,0
481,stash,"[""money"", ""drugs"", ""mustache""]",3,78,17.33333333,"[""mustache"", ""money"", ""spreadsheet"", ""drugs"", ""silver""]",2,0.833333333,0.24
1087,harbour,"[""ship"", ""boat"", ""water"", ""sea""]",4,71,22.5,"[""sea"", ""gold"", ""water"", ""boat"", ""asphalt"", ""ship""]",11,1,0
887,dance,"[""music"", ""ballet""]",2,49,18.5,"[""puzzle"", ""music"", ""yank"", ""ballet"", ""tattoo""]",1,1,0
1302,gold,"[""silver"", ""money"", ""jewelry"", ""yellow""]",4,81,22.75,"[""composer"", ""emperor"", ""jewelry"", ""money"", ""yellow"", ""silver""]",3,1,0
591,due,"[""money"", ""bill""]",2,56,11.5,"[""chimp"", ""ring"", ""money"", ""bill"", ""tag""]",2,1,0
1391,score,"[""game"", ""board"", ""music""]",3,50,15,"[""board"", ""music"", ""tea party"", ""rinse"", ""siren"", ""game""]",2,0.833333333,0.24
1436,icy,"[""snow"", ""water"", ""road""]",3,105,12.33333333,"[""dawn"", ""road"", ""snow"", ""supper"", ""weave"", ""water""]",2,0.833333333,0.24
46,appendage,"[""arm"", ""leg"", ""limb""]",3,99,33,"[""fungus"", ""leg"", ""dig"", ""limb"", ""arm""]",4,1,0
1289,bubbles,"[""bath"", ""soap"", ""water"", ""kids""]",4,83,23.5,"[""water"", ""cheese"", ""rectangle"", ""soap"", ""bath"", ""kids""]",5,1,0
1203,bong,"[""weed"", ""smoke"", ""drugs"", ""pot""]",4,70,21,"[""pot"", ""smoke"", ""scythe"", ""drugs"", ""weed"", ""chimp""]",5,1,0
901,blessing,"[""church"", ""priest""]",2,53,13,"[""priest"", ""alpaca"", ""scissors"", ""church"", ""glasses""]",1,1,0
1924,rivalry,"[""sibling"", ""fight""]",2,70,22.5,"[""meal"", ""sibling"", ""talk"", ""fight"", ""cable"", ""cardboard""]",1,1,0
1469,dragonfly,"[""insect"", ""bug"", ""butterfly""]",3,92,23,"[""furniture"", ""spice"", ""bug"", ""female"", ""insect"", ""butterfly""]",2,1,0
1189,crew,"[""ship"", ""boat"", ""cut"", ""group""]",4,88,22,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",2,0.866666667,0.19
900,patriotism,"[""flag"", ""country""]",2,76,28.5,"[""parasite"", ""clock"", ""country"", ""flag"", ""anteater""]",1,1,0
1702,bought,"[""money"", ""store""]",2,82,20.5,"[""money"", ""actress"", ""pod"", ""dolly"", ""laboratory"", ""store""]",1,1,0
372,scallop,"[""fish"", ""shell"", ""sea""]",3,64,20.33333333,"[""iris"", ""fish"", ""oxen"", ""sea"", ""shell""]",2,1,0
1025,elbow,"[""arm"", ""joint"", ""knee"", ""grease""]",4,101,27.75,"[""shoe"", ""vacuum cleaner"", ""joint"", ""grease"", ""knee"", ""arm""]",3,0.866666667,0.19
357,decompose,"[""compost"", ""body"", ""dead""]",3,87,22.33333333,"[""scrabble"", ""compost"", ""dead"", ""body"", ""lung""]",2,0.833333333,0.24
792,stork,"[""bird"", ""baby""]",2,136,61,"[""telephone"", ""shelter"", ""badge"", ""bird"", ""baby""]",1,1,0
96,driving,"[""car"", ""wheel"", ""road""]",3,85,28.33333333,"[""wheel"", ""road"", ""muscle"", ""car"", ""duck""]",3,1,0
529,telescope,"[""lens"", ""sky""]",2,92,13,"[""sky"", ""rope"", ""dalmatian"", ""lens"", ""guard""]",0,1,0
1254,projector,"[""film"", ""light"", ""screen"", ""school""]",4,67,20.25,"[""barn"", ""jack"", ""screen"", ""light"", ""school"", ""film""]",1,1,0
1173,chop,"[""cut"", ""knife"", ""wood"", ""pork""]",4,69,21.5,"[""wood"", ""star"", ""swat"", ""pork"", ""knife"", ""cut""]",4,0.866666667,0.19
656,dreaming,"[""sleep"", ""bed""]",2,80,29,"[""peanuts"", ""pat"", ""woods"", ""bed"", ""sleep""]",1,1,0
1361,scene,"[""movie"", ""theater"", ""stage""]",3,65,15.33333333,"[""movie"", ""theater"", ""north"", ""scalp"", ""clip"", ""stage""]",4,1,0
1407,grains,"[""wheat"", ""sand"", ""food""]",3,105,31.33333333,"[""steps"", ""library"", ""wheat"", ""sand"", ""camel"", ""food""]",2,0.833333333,0.24
1567,written,"[""paper"", ""book"", ""letter""]",3,72,20,"[""paper"", ""veil"", ""armada"", ""book"", ""stripper"", ""letter""]",3,1,0
86,island,"[""water"", ""beach"", ""sand""]",3,55,15.66666667,"[""beach"", ""market"", ""water"", ""denim"", ""sand""]",4,1,0
1754,days,"[""nights"", ""sun""]",2,99,16,"[""hug"", ""pretzel"", ""sun"", ""splinter"", ""arc"", ""nights""]",0,1,0
1220,tsunami,"[""wave"", ""japan"", ""water"", ""flood""]",4,115,32.25,"[""flood"", ""water"", ""japan"", ""yogurt"", ""house"", ""wave""]",2,1,0
1495,rectangle,"[""square"", ""box"", ""triangle""]",3,133,36.66666667,"[""running"", ""jogger"", ""square"", ""rooster"", ""triangle"", ""box""]",3,1,0
1348,weeds,"[""garden"", ""green"", ""dandelion""]",3,63,16.66666667,"[""dandelion"", ""garden"", ""green"", ""veranda"", ""husband"", ""meter""]",3,0.833333333,0.24
917,tentacles,"[""octopus"", ""arms""]",2,121,45,"[""chrome"", ""footprint"", ""arms"", ""octopus"", ""cheek""]",0,1,0
681,instruments,"[""music"", ""violin""]",2,76,26,"[""plumber"", ""ape"", ""gem"", ""music"", ""violin""]",1,1,0
808,sleepy,"[""bed"", ""eyes""]",2,122,26.5,"[""lemonade"", ""bed"", ""splint"", ""underwear"", ""eyes""]",0,1,0
503,homeland,"[""country"", ""home""]",2,81,19,"[""stove"", ""home"", ""wheelchair"", ""koala"", ""country""]",2,1,0
577,reindeer,"[""snow"", ""sleigh""]",2,118,20.5,"[""page"", ""fiber"", ""sleigh"", ""hockey"", ""snow""]",1,1,0
839,tuition,"[""money"", ""college""]",2,92,35,"[""money"", ""hearts"", ""blink"", ""scales"", ""college""]",1,1,0
1364,tomato,"[""red"", ""fruit"", ""sauce""]",3,122,40.66666667,"[""mermaid"", ""fruit"", ""sauce"", ""port"", ""sea"", ""red""]",5,1,0
1669,onions,"[""garlic"", ""food""]",2,56,12.5,"[""garlic"", ""path"", ""shorts"", ""tenant"", ""river"", ""food""]",1,1,0
1878,online,"[""web"", ""computer""]",2,107,22.5,"[""forest"", ""gal"", ""web"", ""heartbeat"", ""computer"", ""detective""]",1,1,0
289,ski,"[""snow"", ""slope"", ""mountain""]",3,111,37,"[""snow"", ""dentist"", ""fridge"", ""slope"", ""mountain""]",3,1,0
72,jackpot,"[""money"", ""lottery"", ""gold""]",3,114,38,"[""gold"", ""lottery"", ""bag"", ""telescope"", ""money""]",2,1,0
1761,toddler,"[""baby"", ""kid""]",2,118,36.5,"[""kid"", ""seat"", ""hula"", ""spaghetti"", ""cap"", ""baby""]",2,1,0
1466,loft,"[""apartment"", ""bed"", ""hay""]",3,72,19.33333333,"[""bed"", ""hay"", ""food"", ""apartment"", ""spoon"", ""dime""]",3,1,0
1183,turkey,"[""bird"", ""chicken"", ""food"", ""country""]",4,94,15.25,"[""red"", ""bake"", ""chicken"", ""bird"", ""food"", ""country""]",8,0.866666667,0.19
288,lubricate,"[""oil"", ""wet"", ""grease""]",3,84,28,"[""wet"", ""oil"", ""grease"", ""kin"", ""surface""]",3,1,0
922,coward,"[""yellow"", ""lion""]",2,54,15.5,"[""lion"", ""barn"", ""sauce"", ""yellow"", ""skeleton""]",1,1,0
1681,endive,"[""salad"", ""green""]",2,77,22.5,"[""brake"", ""sack"", ""bathroom"", ""salad"", ""green"", ""kidney""]",1,1,0
1499,gladiator,"[""warrior"", ""fight"", ""sword""]",3,80,16.66666667,"[""caramel"", ""warrior"", ""fight"", ""shepherd"", ""cane"", ""sword""]",3,1,0
64,stationery,"[""paper"", ""pen"", ""letter""]",3,89,29.33333333,"[""letter"", ""twins"", ""catwalk"", ""pen"", ""paper""]",3,1,0
1167,catalog,"[""list"", ""magazine"", ""book"", ""library""]",4,59,16.5,"[""list"", ""lotion"", ""library"", ""drink"", ""book"", ""magazine""]",6,1,0
582,department,"[""store"", ""office""]",2,105,42,"[""sulfur"", ""icing"", ""store"", ""office"", ""ink""]",2,1,0
1066,eggplant,"[""purple"", ""vegetable"", ""parmesan"", ""food""]",4,130,35.75,"[""food"", ""comma"", ""vegetable"", ""parmesan"", ""purple"", ""gin""]",2,1,0
1892,financial,"[""money"", ""bank""]",2,92,40.5,"[""money"", ""homework"", ""song"", ""carpenter"", ""frost"", ""bank""]",1,1,0
1529,binoculars,"[""eyes"", ""telescope"", ""glasses""]",3,52,11.33333333,"[""prune"", ""eyes"", ""shell"", ""glasses"", ""denim"", ""telescope""]",3,1,0
1917,console,"[""game"", ""hug""]",2,49,12,"[""pouch"", ""flame"", ""hug"", ""piercing"", ""game"", ""caravan""]",0,1,0
1920,pepperoni,"[""pizza"", ""meat""]",2,153,57,"[""lab"", ""meat"", ""pizza"", ""manual"", ""coffin"", ""tablet""]",1,1,0
1118,bishop,"[""church"", ""chess"", ""priest"", ""pope""]",4,95,28,"[""priest"", ""pope"", ""tool"", ""mechanic"", ""chess"", ""church""]",3,1,0
775,moldy,"[""bread"", ""green""]",2,73,28,"[""green"", ""bread"", ""ramp"", ""marsh"", ""cattle""]",1,1,0
285,pierced,"[""ear"", ""nose"", ""hole""]",3,79,25,"[""nose"", ""knot"", ""hole"", ""ear"", ""alphabet""]",2,1,0
421,nature,"[""green"", ""outdoors"", ""tree""]",3,74,17.66666667,"[""novel"", ""tree"", ""plane"", ""outdoors"", ""green""]",1,1,0
646,groove,"[""dance"", ""record""]",2,84,31.5,"[""glowing"", ""record"", ""dance"", ""fishing"", ""money""]",1,1,0
1937,sober,"[""alcohol"", ""drink""]",2,89,17.5,"[""drink"", ""roller"", ""granola"", ""alcohol"", ""clarinet"", ""parsley""]",2,1,0
975,stencil,"[""pencil"", ""art"", ""paint"", ""drawing""]",4,83,24.5,"[""liquor"", ""pencil"", ""paint"", ""drawing"", ""pole"", ""art""]",7,1,0
1424,bath,"[""water"", ""soap"", ""shower""]",3,92,21.66666667,"[""battery"", ""warrior"", ""soap"", ""shower"", ""water"", ""pancreas""]",3,1,0
1464,swimming pool,"[""water"", ""chlorine"", ""swim""]",3,94,27,"[""chlorine"", ""supper"", ""material"", ""jellyfish"", ""swim"", ""water""]",1,0.833333333,0.24
152,hand,"[""foot"", ""finger"", ""glove""]",3,52,14,"[""finger"", ""ruler"", ""foot"", ""glove"", ""airport""]",2,0.833333333,0.24
1492,backspace,"[""keyboard"", ""computer"", ""key""]",3,108,21.33333333,"[""dip"", ""computer"", ""keyboard"", ""key"", ""doorstop"", ""inhaler""]",3,0.833333333,0.24
1228,parsley,"[""green"", ""herb"", ""sage"", ""thyme""]",4,101,28.25,"[""beast"", ""pot"", ""herb"", ""green"", ""sage"", ""thyme""]",4,1,0
673,blurry,"[""glasses"", ""eyes""]",2,85,17.5,"[""glasses"", ""eyes"", ""bee"", ""freeway"", ""crown""]",2,1,0
1233,knife,"[""cut"", ""fork"", ""blade"", ""spoon""]",4,103,19.5,"[""dairy"", ""blade"", ""window"", ""spoon"", ""fork"", ""cut""]",3,1,0
1014,bleed,"[""blood"", ""red"", ""cut"", ""wound""]",4,124,35.25,"[""cut"", ""wound"", ""red"", ""write"", ""blood"", ""billboard""]",7,1,0
626,sanctuary,"[""church"", ""home""]",2,81,26,"[""jam"", ""church"", ""goods"", ""home"", ""car""]",2,1,0
1019,clarinet,"[""music"", ""instrument"", ""woodwind"", ""reed""]",4,99,29,"[""woodwind"", ""thesaurus"", ""instrument"", ""sandwich"", ""music"", ""reed""]",4,0.866666667,0.19
164,mug,"[""coffee"", ""cup"", ""face""]",3,129,43,"[""cup"", ""badge"", ""perfume"", ""coffee"", ""face""]",2,0.833333333,0.24
778,microbe,"[""bacteria"", ""microscope""]",2,88,30.5,"[""microscope"", ""article"", ""bacteria"", ""woodwind"", ""shower""]",1,1,0
130,beeping,"[""alarm"", ""phone"", ""pager""]",3,72,22.66666667,"[""alarm"", ""violin"", ""phone"", ""wet"", ""pager""]",0,1,0
1237,judo,"[""karate"", ""fight"", ""kick"", ""chop""]",4,85,24.25,"[""dirt"", ""kick"", ""fight"", ""karate"", ""fireworks"", ""chop""]",3,0.866666667,0.19
1317,leftover,"[""food"", ""dinner"", ""fridge""]",3,86,28.66666667,"[""food"", ""fridge"", ""chrome"", ""steward"", ""dinner"", ""wall""]",3,1,0
998,conductor,"[""train"", ""orchestra"", ""music"", ""bus""]",4,100,26.75,"[""sloth"", ""orchestra"", ""train"", ""bus"", ""music"", ""diploma""]",3,1,0
1249,fish tank,"[""water"", ""aquarium"", ""fish"", ""glass""]",4,94,27.25,"[""rake"", ""fish"", ""glass"", ""water"", ""aquarium"", ""washing machine""]",4,1,0
1209,flower,"[""rose"", ""garden"", ""petal"", ""plant""]",4,53,15.75,"[""plant"", ""siren"", ""garden"", ""petal"", ""rose"", ""rubber""]",3,1,0
1896,skipping,"[""rope"", ""school""]",2,62,19,"[""branch"", ""school"", ""bugle"", ""banana"", ""rope"", ""train""]",1,1,0
1814,academia,"[""school"", ""professor""]",2,82,23,"[""sidewalk"", ""recipe"", ""school"", ""medicine"", ""parrot"", ""professor""]",2,1,0
584,investigate,"[""detective"", ""police""]",2,68,20.5,"[""detective"", ""gut"", ""police"", ""cork"", ""yoga""]",1,1,0
1753,airhead,"[""blonde"", ""candy""]",2,69,17.5,"[""luggage"", ""pool"", ""shoe"", ""blonde"", ""spoon"", ""candy""]",0,1,0
57,beard,"[""hair"", ""man"", ""face""]",3,83,27.66666667,"[""arachnid"", ""pompom"", ""hair"", ""face"", ""man""]",4,0.833333333,0.24
1225,snorkel,"[""fish"", ""water"", ""swim"", ""scuba""]",4,78,24,"[""water"", ""scuba"", ""swim"", ""fish"", ""yellow"", ""hostage""]",7,1,0
1671,symphony,"[""music"", ""orchestra""]",2,142,64.5,"[""glue"", ""jester"", ""factory"", ""music"", ""cane"", ""orchestra""]",1,1,0
411,glistening,"[""wet"", ""water"", ""dew""]",3,82,18,"[""trunk"", ""teddy"", ""water"", ""dew"", ""wet""]",2,1,0
1343,garage,"[""car"", ""door"", ""house""]",3,117,37,"[""car"", ""prime minister"", ""house"", ""door"", ""kick"", ""dusk""]",3,1,0
1321,roadblock,"[""police"", ""traffic"", ""car""]",3,65,19.66666667,"[""polar bear"", ""police"", ""traffic"", ""nomad"", ""reef"", ""car""]",2,1,0
1592,meadow,"[""grass"", ""field"", ""green""]",3,109,36.33333333,"[""disc"", ""field"", ""spy"", ""yak"", ""green"", ""grass""]",4,1,0
671,menopause,"[""woman"", ""blood""]",2,81,16.5,"[""blood"", ""woman"", ""silky"", ""lottery"", ""wool""]",1,1,0
1171,foal,"[""horse"", ""baby"", ""colt"", ""deer""]",4,114,31.25,"[""deer"", ""baby"", ""beak"", ""colt"", ""pilot"", ""horse""]",3,1,0
1782,fugitive,"[""run"", ""prison""]",2,62,11.5,"[""leg"", ""prison"", ""silk"", ""elevator"", ""run"", ""periodic table""]",1,1,0
1307,ooze,"[""pus"", ""blood"", ""wound""]",3,52,10,"[""doorbell"", ""wound"", ""blood"", ""birth control"", ""pilot"", ""pus""]",2,1,0
569,resting,"[""sleep"", ""bed""]",2,79,24,"[""bed"", ""driveway"", ""hillbilly"", ""sleep"", ""yellow""]",1,1,0
348,combustion,"[""fire"", ""engine"", ""explosion""]",3,139,46.33333333,"[""engine"", ""explosion"", ""fire"", ""deer"", ""sweet potato""]",2,1,0
1162,french toast,"[""breakfast"", ""bread"", ""syrup"", ""egg""]",4,98,29.25,"[""curly"", ""egg"", ""tin"", ""breakfast"", ""bread"", ""syrup""]",3,1,0
1731,society,"[""people"", ""group""]",2,68,26,"[""eye patch"", ""lingerie"", ""hot"", ""people"", ""sand"", ""group""]",2,1,0
1685,rest,"[""nap"", ""bed""]",2,103,14,"[""feed"", ""peanut butter"", ""nap"", ""packaging"", ""model"", ""bed""]",1,1,0
444,starfish,"[""sea"", ""beach"", ""water""]",3,90,23,"[""eskimo"", ""sea"", ""beach"", ""pickle"", ""water""]",4,1,0
116,blouse,"[""shirt"", ""woman"", ""buttons""]",3,111,34.33333333,"[""fiber"", ""jungle"", ""buttons"", ""woman"", ""shirt""]",1,1,0
1521,fig,"[""tree"", ""fruit"", ""leaf""]",3,126,38.66666667,"[""tree"", ""fruit"", ""leaf"", ""wizard"", ""frog"", ""hot tub""]",2,0.833333333,0.24
98,womb,"[""baby"", ""mother"", ""birth""]",3,113,36.66666667,"[""mother"", ""literature"", ""baby"", ""marker"", ""birth""]",3,1,0
1137,saxophone,"[""music"", ""instrument"", ""brass"", ""band""]",4,113,25,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",6,1,0
1933,umpire,"[""baseball"", ""tennis""]",2,90,29,"[""baseball"", ""mark"", ""nun"", ""polish"", ""audience"", ""tennis""]",1,1,0
366,tire,"[""car"", ""wheel"", ""rubber""]",3,91,30.33333333,"[""snail"", ""cloth"", ""rubber"", ""wheel"", ""car""]",3,1,0
1916,ford,"[""car"", ""river""]",2,109,41,"[""map"", ""pimple"", ""locomotive"", ""maple"", ""river"", ""car""]",1,1,0
1858,pan,"[""pot"", ""cook""]",2,61,21,"[""facebook"", ""pot"", ""whiskers"", ""flake"", ""grid"", ""cook""]",1,1,0
1357,tobacco,"[""smoke"", ""pipe"", ""cigar""]",3,109,28.33333333,"[""pipe"", ""smoke"", ""cigar"", ""run"", ""pork"", ""postbox""]",1,1,0
1629,pike,"[""fish"", ""spear""]",2,67,30,"[""crew"", ""spear"", ""satellite"", ""mercury"", ""librarian"", ""fish""]",2,1,0
1866,narcotics,"[""drugs"", ""police""]",2,123,53,"[""hairy"", ""blood"", ""balcony"", ""police"", ""floor"", ""drugs""]",2,1,0
1514,altar,"[""church"", ""priest"", ""boy""]",3,105,29,"[""pet"", ""boy"", ""mail"", ""shepherd"", ""church"", ""priest""]",1,0.833333333,0.24
1259,producer,"[""movie"", ""director"", ""money"", ""farmer""]",4,64,16,"[""farmer"", ""money"", ""director"", ""army"", ""movie"", ""oil""]",3,1,0
339,building,"[""house"", ""office"", ""structure""]",3,56,14.66666667,"[""house"", ""neck"", ""structure"", ""office"", ""cord""]",1,1,0
1145,bleeding,"[""blood"", ""wound"", ""red"", ""heart""]",4,101,29.25,"[""blood"", ""marsh"", ""crowbar"", ""heart"", ""red"", ""wound""]",5,1,0
1497,speeding,"[""ticket"", ""car"", ""police""]",3,129,36.66666667,"[""hula"", ""car"", ""police"", ""ticket"", ""pee"", ""smirk""]",2,1,0
639,vendor,"[""shop"", ""market""]",2,72,13,"[""market"", ""smartphone"", ""sieve"", ""painting"", ""shop""]",1,1,0
989,foliage,"[""leaves"", ""green"", ""tree"", ""fall""]",4,101,29.75,"[""cent"", ""green"", ""tree"", ""noose"", ""fall"", ""leaves""]",8,1,0
1155,shore,"[""beach"", ""sea"", ""sand"", ""water""]",4,137,37.25,"[""sea"", ""adult"", ""beach"", ""sand"", ""water"", ""baker""]",10,1,0
604,refreshing,"[""water"", ""drink""]",2,105,38,"[""walking"", ""sunburn"", ""businessman"", ""water"", ""drink""]",1,1,0
1575,dromedary,"[""camel"", ""hump"", ""desert""]",3,120,40,"[""tennis"", ""broken"", ""camel"", ""desert"", ""hump"", ""committee""]",1,1,0
271,antibiotic,"[""medicine"", ""bacteria"", ""penicillin""]",3,86,27.66666667,"[""sign"", ""medicine"", ""bacteria"", ""reptile"", ""penicillin""]",1,1,0
1266,pollution,"[""smog"", ""air"", ""smoke"", ""dirty""]",4,72,21.25,"[""smog"", ""dirty"", ""smoke"", ""uncle"", ""warrior"", ""air""]",4,1,0
789,gourmet,"[""food"", ""chef""]",2,108,45,"[""chef"", ""centimeter"", ""lamp"", ""food"", ""parakeet""]",1,1,0
1423,buffet,"[""food"", ""table"", ""dinner""]",3,98,32.66666667,"[""dinner"", ""rabbit"", ""food"", ""mantis"", ""ramp"", ""table""]",3,1,0
1245,watercress,"[""salad"", ""green"", ""food"", ""plant""]",4,80,22,"[""salad"", ""knot"", ""food"", ""plant"", ""vampire"", ""green""]",5,1,0
1600,district,"[""school"", ""neighborhood"", ""city""]",3,103,14.66666667,"[""school"", ""tendon"", ""sunburn"", ""teeth"", ""city"", ""neighborhood""]",1,1,0
860,erupt,"[""volcano"", ""explode""]",2,135,55.5,"[""cocaine"", ""parmesan"", ""tan"", ""volcano"", ""explode""]",0,1,0
85,dreams,"[""sleep"", ""night"", ""bed""]",3,75,24,"[""soap"", ""snack"", ""night"", ""bed"", ""sleep""]",4,1,0
1925,smartphone,"[""iphone"", ""apple""]",2,76,28.5,"[""shore"", ""iphone"", ""checkers"", ""apple"", ""cave"", ""noodles""]",0,1,0
926,stole,"[""thief"", ""fur""]",2,82,32.5,"[""thief"", ""hair"", ""stand"", ""root"", ""fur""]",2,1,0
1403,scribble,"[""write"", ""pen"", ""paper""]",3,80,18,"[""tea party"", ""shake"", ""human"", ""write"", ""pen"", ""paper""]",4,0.833333333,0.24
321,mink,"[""fur"", ""coat"", ""animal""]",3,137,45.66666667,"[""inhaler"", ""animal"", ""fur"", ""coat"", ""estate""]",3,0.833333333,0.24
422,musician,"[""guitar"", ""music"", ""instrument""]",3,54,18,"[""guitar"", ""skeleton"", ""boots"", ""music"", ""instrument""]",3,1,0
1928,beatles,"[""music"", ""band""]",2,74,32.5,"[""band"", ""music"", ""flock"", ""pants"", ""anteater"", ""dinner""]",1,1,0
1479,ground,"[""dirt"", ""floor"", ""coffee""]",3,90,20.33333333,"[""coffee"", ""pottery"", ""dirt"", ""floor"", ""blush"", ""note""]",2,1,0
1132,email,"[""letter"", ""computer"", ""mail"", ""spam""]",4,54,14.75,"[""puffy"", ""mail"", ""spam"", ""letter"", ""computer"", ""railway""]",1,1,0
1283,football,"[""soccer"", ""game"", ""ball"", ""field""]",4,66,19,"[""ball"", ""field"", ""soccer"", ""booger"", ""game"", ""wheat""]",7,1,0
1306,twilight,"[""night"", ""vampire"", ""moon"", ""sunset""]",4,63,17.75,"[""night"", ""moon"", ""cash"", ""sunset"", ""panties"", ""vampire""]",3,1,0
556,tangerine,"[""orange"", ""fruit""]",2,139,61.5,"[""orange"", ""snout"", ""greens"", ""fruit"", ""penny""]",1,1,0
859,ammunition,"[""gun"", ""bullet""]",2,104,30,"[""grape"", ""gun"", ""bullet"", ""sword"", ""cape""]",2,1,0
42,ride,"[""horse"", ""car"", ""bike""]",3,117,39,"[""bike"", ""car"", ""horse"", ""land"", ""puzzle""]",5,1,0
187,storm,"[""rain"", ""thunder"", ""cloud""]",3,94,28.66666667,"[""ostrich"", ""cloud"", ""rain"", ""desk"", ""thunder""]",2,1,0
1115,antidote,"[""poison"", ""medicine"", ""snake"", ""venom""]",4,117,27.75,"[""click"", ""marsh"", ""snake"", ""venom"", ""poison"", ""medicine""]",4,1,0
322,sedative,"[""sleep"", ""drug"", ""pill""]",3,94,31.33333333,"[""teenager"", ""sleep"", ""pill"", ""drug"", ""mushroom""]",4,1,0
1338,skyline,"[""city"", ""building"", ""sunset""]",3,87,20.66666667,"[""tutu"", ""icy"", ""sunset"", ""building"", ""city"", ""bugle""]",1,1,0
1735,location,"[""map"", ""home""]",2,95,15,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",1,1,0
1417,wig,"[""hair"", ""bald"", ""head""]",3,110,34.33333333,"[""hair"", ""head"", ""marrow"", ""dawn"", ""baby"", ""bald""]",4,0.833333333,0.24
1169,geography,"[""map"", ""world"", ""earth"", ""land""]",4,80,23,"[""land"", ""spaghetti"", ""wasp"", ""world"", ""earth"", ""map""]",5,1,0
140,unlock,"[""key"", ""door"", ""lock""]",3,143,40.66666667,"[""lock"", ""door"", ""thorn"", ""bacon"", ""key""]",4,1,0
680,maggot,"[""worm"", ""fly""]",2,81,29.5,"[""worm"", ""chemist"", ""businessman"", ""room"", ""fly""]",1,1,0
1935,ants,"[""pants"", ""hill""]",2,54,14,"[""roller"", ""tablet"", ""hair"", ""pants"", ""hill"", ""groin""]",1,1,0
1566,cupcake,"[""icing"", ""chocolate"", ""muffin""]",3,83,16.33333333,"[""drums"", ""skateboard"", ""chocolate"", ""icing"", ""suit"", ""muffin""]",1,1,0
644,heart attack,"[""hospital"", ""stroke""]",2,72,11.5,"[""hospital"", ""scythe"", ""stroke"", ""clone"", ""mitten""]",0,1,0
314,cucumber,"[""green"", ""salad"", ""pickle""]",3,122,34.33333333,"[""salad"", ""soldier"", ""pickle"", ""citizen"", ""green""]",3,1,0
1101,plunge,"[""water"", ""fall"", ""pool"", ""drop""]",4,98,17,"[""television"", ""pool"", ""water"", ""fall"", ""drop"", ""clothes""]",6,0.866666667,0.19
379,manure,"[""cow"", ""horse"", ""fertilizer""]",3,78,26,"[""horse"", ""boa"", ""trident"", ""cow"", ""fertilizer""]",1,1,0
1315,cheque,"[""money"", ""bank"", ""bill""]",3,105,30.66666667,"[""sweetener"", ""money"", ""brandy"", ""shave"", ""bank"", ""bill""]",3,1,0
291,sue,"[""lawyer"", ""court"", ""money""]",3,97,32.33333333,"[""money"", ""court"", ""blackberry"", ""lawyer"", ""vacuum""]",4,1,0
1859,stingray,"[""fish"", ""ocean""]",2,87,38,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",1,1,0
565,hire,"[""fire"", ""money""]",2,92,15.5,"[""knight"", ""twins"", ""money"", ""rise"", ""fire""]",2,1,0
1718,relatives,"[""family"", ""aunt""]",2,92,39,"[""picnic"", ""eating"", ""scanner"", ""family"", ""aunt"", ""student""]",2,1,0
1729,carpeting,"[""floor"", ""flooring""]",2,64,23,"[""lipstick"", ""vaccine"", ""steel"", ""floor"", ""chocolate"", ""flooring""]",1,1,0
298,starter,"[""food"", ""gun"", ""fire""]",3,47,11,"[""fire"", ""ticket"", ""food"", ""gun"", ""hangman""]",2,0.833333333,0.24
409,club,"[""golf"", ""group"", ""hit""]",3,49,16.33333333,"[""golf"", ""hit"", ""piece"", ""group"", ""cosmetics""]",1,0.833333333,0.24
1680,myself,"[""me"", ""person""]",2,138,41,"[""cream"", ""stopwatch"", ""envelope"", ""person"", ""me"", ""sibling""]",1,1,0
655,lettuce,"[""salad"", ""green""]",2,123,49.5,"[""salad"", ""penicillin"", ""green"", ""net"", ""mansion""]",1,1,0
849,teddy,"[""bear"", ""lingerie""]",2,149,54.5,"[""bear"", ""attic"", ""lingerie"", ""sibling"", ""bong""]",0,1,0
523,environmental,"[""green"", ""earth""]",2,70,26.5,"[""green"", ""spit"", ""ketchup"", ""garlic"", ""earth""]",1,1,0
1745,amongst,"[""crowd"", ""people""]",2,71,13,"[""hanging"", ""crowd"", ""nest"", ""people"", ""treasure"", ""gallop""]",1,1,0
426,eagle,"[""bird"", ""bald"", ""fly""]",3,92,30.33333333,"[""fly"", ""pitcher"", ""bird"", ""gal"", ""bald""]",1,1,0
701,sirloin,"[""steak"", ""cow""]",2,147,47,"[""cow"", ""gel"", ""pullover"", ""steak"", ""spasm""]",1,1,0
1236,cufflink,"[""shirt"", ""suit"", ""sleeve"", ""jewelry""]",4,73,21,"[""suit"", ""powder"", ""jewelry"", ""shirt"", ""trail"", ""sleeve""]",3,1,0
