HITId,candidates,cue,associations,score_fool_the_ai,num_associations,annotation_index,num_candidates,solvers_jaccard_mean,solvers_jaccard_std,images_source,ID
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",grate,"[""spaghetti"", ""cheese""]",67,2,223,6,0.83,0.24,swow,515
3YGE63DIN8J9ZTEF5AY5IU9L61AW0I,"[""spaghetti"", ""bride"", ""cheese"", ""shore"", ""pipe"", ""cage""]",sophistication,"[""bride"", ""pipe""]",0,2,225,6,1.0,0.0,swow,516
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",nibble,"[""food"", ""mouse""]",67,2,230,5,1.0,0.0,swow,517
3HUR21WDDUBLLOFQNN50C5HCRGVXYD,"[""cheddar"", ""reporter"", ""food"", ""mouse"", ""shield""]",target,"[""reporter"", ""shield""]",67,2,233,5,1.0,0.0,swow,518
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",atmosphere,"[""stewardess"", ""crow""]",100,2,234,6,1.0,0.0,swow,519
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",altitude,"[""stewardess"", ""crow""]",67,2,235,6,1.0,0.0,swow,520
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",peacock,"[""rainbow"", ""color""]",67,2,236,6,1.0,0.0,swow,521
386659BNTL3GYSYC8M9KP4JRAO201O,"[""rainbow"", ""light"", ""checkers"", ""stewardess"", ""crow"", ""color""]",refract,"[""rainbow"", ""light"", ""color""]",0,3,237,6,1.0,0.0,swow,522
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",brown,"[""hen"", ""whiskey""]",67,2,240,6,1.0,0.0,swow,523
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",country,"[""hen"", ""map""]",0,2,241,6,1.0,0.0,swow,524
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",imbibe,"[""whiskey"", ""water""]",0,2,243,6,1.0,0.0,swow,525
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",read,"[""home"", ""whiskey"", ""map""]",80,3,244,6,1.0,0.0,swow,526
3IQ9O0AYW6LSE7R1EVI01E2IO19TIK,"[""home"", ""hen"", ""whiskey"", ""spade"", ""water"", ""map""]",planting,"[""spade"", ""water""]",67,2,245,6,1.0,0.0,swow,527
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",oaths,"[""priest"", ""church""]",67,2,247,5,1.0,0.0,swow,528
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",holy,"[""priest"", ""church""]",0,2,248,5,1.0,0.0,swow,529
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",tube,"[""steel"", ""organ""]",0,2,249,5,1.0,0.0,swow,530
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",officiate,"[""priest"", ""church""]",0,2,250,5,1.0,0.0,swow,531
3BO3NEOQM03NZBSS8VRJ69CQ0CPAIH,"[""priest"", ""church"", ""valley"", ""steel"", ""organ""]",support,"[""church"", ""steel""]",67,2,251,5,1.0,0.0,swow,532
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",drape,"[""cloak"", ""book""]",67,2,252,6,1.0,0.0,swow,533
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",snip,"[""soup"", ""herb""]",100,2,253,6,1.0,0.0,swow,534
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",eight,"[""eyes"", ""arachnid""]",0,2,254,6,1.0,0.0,swow,535
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",herbs,"[""soup"", ""herb""]",67,2,256,6,1.0,0.0,swow,536
3SU800BH86EKVIU9R8DJFCF6YPXQUB,"[""cloak"", ""soup"", ""herb"", ""book"", ""eyes"", ""arachnid""]",greens,"[""soup"", ""herb""]",67,2,257,6,1.0,0.0,swow,537
3ZC62PVYDHWWLJPGIRJYTRA3PA1XX7,"[""shrub"", ""lick"", ""committee"", ""post"", ""letter"", ""mail""]",correspondence,"[""letter"", ""mail""]",0,2,260,6,1.0,0.0,swow,538
3ZC62PVYDHWWLJPGIRJYTRA3PA1XX7,"[""shrub"", ""lick"", ""committee"", ""post"", ""letter"", ""mail""]",clusters,"[""shrub"", ""post""]",0,2,263,6,1.0,0.0,swow,539
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",water,"[""fish"", ""ocean"", ""tap""]",50,3,264,6,1.0,0.0,swow,540
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",wet,"[""fish"", ""ocean"", ""plastic"", ""tap""]",40,4,265,6,1.0,0.0,swow,541
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",angle,"[""tee"", ""tap""]",67,2,266,6,1.0,0.0,swow,542
39KMGHJ4RZWGR3DUC35KBZ0H5WW00L,"[""note"", ""fish"", ""ocean"", ""tee"", ""plastic"", ""tap""]",filter,"[""fish"", ""tap""]",100,2,268,6,1.0,0.0,swow,543
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",comfort,"[""poem"", ""bible""]",0,2,270,5,1.0,0.0,swow,544
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",skin,"[""song"", ""politician""]",67,2,271,5,1.0,0.0,swow,545
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",story,"[""song"", ""bible""]",67,2,273,5,1.0,0.0,swow,546
3TUOHPJXYHJHWJKQ8MNCR8WWG8VXWE,"[""song"", ""diagram"", ""poem"", ""politician"", ""bible""]",traditional,"[""politician"", ""bible""]",67,2,275,5,1.0,0.0,swow,547
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",tip,"[""food"", ""beef"", ""pot""]",0,3,277,5,1.0,0.0,swow,548
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",BLM,"[""hoodie"", ""blade""]",0,2,280,5,1.0,0.0,swow,549
37OPIVELUUPN3GH82D9Y6XBB0ZAAHO,"[""food"", ""beef"", ""hoodie"", ""blade"", ""pot""]",wearing,"[""hoodie"", ""blade""]",0,2,281,5,1.0,0.0,swow,550
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",drugs,"[""medicine"", ""drugs"", ""clinic""]",50,3,282,6,1.0,0.0,swow,551
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",medicine,"[""medicine"", ""drugs"", ""clinic""]",50,3,283,6,1.0,0.0,swow,552
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",DEA,"[""medicine"", ""drugs""]",100,2,285,6,1.0,0.0,swow,553
3EQVJH0T407SICGH8D0F1213OOUTHR,"[""valley"", ""medicine"", ""drugs"", ""shooter"", ""clinic"", ""bacteria""]",blister,"[""medicine"", ""drugs""]",100,2,287,6,1.0,0.0,swow,554
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",weather,"[""lane"", ""street""]",0,2,288,6,1.0,0.0,swow,555
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",round,"[""lane"", ""gear""]",100,2,290,6,1.0,0.0,swow,556
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",danger,"[""medicine"", ""ant""]",67,2,291,6,1.0,0.0,swow,557
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",rave,"[""medicine"", ""street""]",100,2,292,6,1.0,0.0,swow,558
3NSCTNUR2Z9BNNXD1B8PH08LVQJ5A2,"[""lane"", ""gear"", ""road"", ""medicine"", ""ant"", ""street""]",road,"[""road"", ""street""]",67,2,293,6,1.0,0.0,swow,559
39O6Z4JLX2J4HUKLICIG56DI9ZTXV4,"[""color"", ""cream"", ""euro"", ""brown"", ""spiky"", ""tan""]",bland,"[""brown"", ""tan""]",0,2,295,6,1.0,0.0,swow,560
39O6Z4JLX2J4HUKLICIG56DI9ZTXV4,"[""color"", ""cream"", ""euro"", ""brown"", ""spiky"", ""tan""]",fruit,"[""cream"", ""spiky""]",100,2,297,6,1.0,0.0,swow,561
3OWZNK3RYLB33ZSOPXNIJUH3IJK2UA,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",palm,"[""groin"", ""mole"", ""smack""]",50,3,301,5,1.0,0.0,swow,562
3OWZNK3RYLB33ZSOPXNIJUH3IJK2UA,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",mammal,"[""groin"", ""mole"", ""smack""]",0,3,303,5,1.0,0.0,swow,563
3OWZNK3RYLB33ZSOPXNIJUH3IJK2UA,"[""groin"", ""hit"", ""mole"", ""seaweed"", ""smack""]",part,"[""groin"", ""smack""]",0,2,305,5,1.0,0.0,swow,564
3VMV5CHJZ81EIGL6O7IXG2P29OHTGS,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",rise,"[""hill"", ""pie""]",67,2,308,6,1.0,0.0,swow,565
3VMV5CHJZ81EIGL6O7IXG2P29OHTGS,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",capture,"[""hill"", ""camera""]",0,2,309,6,1.0,0.0,swow,566
3VMV5CHJZ81EIGL6O7IXG2P29OHTGS,"[""hill"", ""knee"", ""pie"", ""camera"", ""dusk"", ""puzzle""]",studio,"[""hill"", ""camera""]",0,2,311,6,1.0,0.0,swow,567
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",dripping,"[""ocean"", ""swimming""]",67,2,313,5,1.0,0.0,swow,568
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",fish,"[""ocean"", ""swimming""]",0,2,315,5,1.0,0.0,swow,569
3ZQX1VYFTDRJC9AG9SKAUF2HMXNO8L,"[""teller"", ""ocean"", ""swimming"", ""next door"", ""house""]",board,"[""ocean"", ""swimming""]",67,2,317,5,1.0,0.0,swow,570
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",Tropical,"[""fruit"", ""island""]",0,2,319,6,1.0,0.0,swow,571
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",sunscreen,"[""beach"", ""hot""]",67,2,320,6,1.0,0.0,swow,572
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",circle,"[""fruit"", ""island""]",0,2,321,6,1.0,0.0,swow,573
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",stroke,"[""island"", ""beach"", ""hot""]",80,3,322,6,1.0,0.0,swow,574
39RRBHZ0AUNTMPK0JU612RTTHZRVZZ,"[""fruit"", ""island"", ""beach"", ""insulin"", ""rugby"", ""hot""]",steroids,"[""insulin"", ""rugby""]",67,2,323,6,1.0,0.0,swow,575
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",pretzel,"[""lawyer"", ""boots""]",100,2,326,5,1.0,0.0,swow,576
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",sole,"[""lawyer"", ""boots"", ""cat""]",50,3,327,5,1.0,0.0,swow,577
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",learn,"[""lawyer"", ""infection""]",67,2,328,5,1.0,0.0,swow,578
3TLFH2L6Y9AO3MDZPSX8EYV1Z5D2TJ,"[""soup"", ""lawyer"", ""boots"", ""cat"", ""infection""]",alert,"[""lawyer"", ""cat""]",67,2,329,5,1.0,0.0,swow,579
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",air,"[""sailing"", ""instrument"", ""clarinet""]",80,3,330,5,1.0,0.0,swow,580
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",drown,"[""sailing"", ""water""]",67,2,331,5,1.0,0.0,swow,581
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",tone,"[""instrument"", ""clarinet""]",67,2,332,5,1.0,0.0,swow,582
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",play,"[""instrument"", ""clarinet""]",67,2,333,5,1.0,0.0,swow,583
3ZICQFRS314AV9PAKRV4NX6P5AXZZ3,"[""sailing"", ""instrument"", ""clarinet"", ""water"", ""shelf""]",black,"[""clarinet"", ""shelf""]",67,2,334,5,1.0,0.0,swow,584
3X4Q1O9UBH8FCV5XZNS4GF6MBDHO7Y,"[""cell"", ""fry"", ""dandelion"", ""burn"", ""prison"", ""fall""]",seasons,"[""dandelion"", ""fall""]",0,2,336,6,1.0,0.0,swow,585
3X4Q1O9UBH8FCV5XZNS4GF6MBDHO7Y,"[""cell"", ""fry"", ""dandelion"", ""burn"", ""prison"", ""fall""]",hands,"[""burn"", ""prison""]",67,2,340,6,1.0,0.0,swow,586
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",enter,"[""entrance"", ""door""]",0,2,342,5,1.0,0.0,swow,587
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",welcome,"[""entrance"", ""doormat"", ""door""]",50,3,344,5,1.0,0.0,swow,588
3XQ4XW3OD9YNOM0K0SSI4TZFXMZ2SU,"[""nine"", ""entrance"", ""doormat"", ""puffy"", ""door""]",rectangle,"[""entrance"", ""doormat"", ""door""]",50,3,345,5,1.0,0.0,swow,589
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",chance,"[""casino"", ""dice""]",67,2,351,6,1.0,0.0,swow,590
3HXCEECSQMFAQJF5O5TL9QXNZGTZYC,"[""hail"", ""money"", ""casino"", ""flower"", ""dice"", ""fish""]",flutter,"[""flower"", ""fish""]",0,2,353,6,0.83,0.24,swow,591
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",boat,"[""ship"", ""boat""]",0,2,354,6,1.0,0.0,swow,592
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",pieces,"[""group"", ""cut""]",0,2,355,6,1.0,0.0,swow,593
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",crowd,"[""boat"", ""group""]",0,2,356,6,1.0,0.0,swow,594
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",grasp,"[""hillbilly"", ""cut""]",67,2,358,6,1.0,0.0,swow,595
39KV3A5D18TUANXQ649D0KGN82L7SF,"[""ship"", ""boat"", ""hillbilly"", ""group"", ""cut"", ""lane""]",nautical,"[""ship"", ""boat""]",0,2,359,6,1.0,0.0,swow,596
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",addiction,"[""game"", ""poker""]",0,2,360,5,1.0,0.0,swow,597
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",hobby,"[""game"", ""poker"", ""puzzle""]",50,3,361,5,1.0,0.0,swow,598
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",tactile,"[""game"", ""poker"", ""puzzle""]",50,3,363,5,1.0,0.0,swow,599
3E24UO25QZCW8VRSGDNCA16QG2XO6Z,"[""eucalyptus"", ""game"", ""poker"", ""puzzle"", ""deck""]",castle,"[""poker"", ""deck""]",67,2,364,5,1.0,0.0,swow,600
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",costume,"[""scream"", ""corpse""]",0,2,367,5,1.0,0.0,swow,601
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",scary,"[""scream"", ""corpse""]",0,2,368,5,1.0,0.0,swow,602
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",scream,"[""scream"", ""corpse""]",0,2,369,5,0.83,0.24,swow,603
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",oblivious,"[""turtle"", ""baby""]",67,2,370,5,1.0,0.0,swow,604
3XJOUITW8UD5V5FKR3N9AGT4FBQQTK,"[""drug"", ""turtle"", ""scream"", ""baby"", ""corpse""]",energized,"[""drug"", ""baby""]",67,2,371,5,1.0,0.0,swow,605
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",festival,"[""corn"", ""food""]",67,2,373,5,1.0,0.0,swow,606
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",depth,"[""dawn"", ""hot"", ""cable""]",80,3,375,5,1.0,0.0,swow,607
3GS542CVJV9XI4N895UPL5X1P8159N,"[""dawn"", ""hot"", ""corn"", ""food"", ""cable""]",wholesome,"[""corn"", ""food""]",67,2,376,5,1.0,0.0,swow,608
3R6RZGK0XFYTHZAVN84IOKKRB5NVY8,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",mouse,"[""computer"", ""cat""]",0,2,378,5,1.0,0.0,swow,609
3R6RZGK0XFYTHZAVN84IOKKRB5NVY8,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",chase,"[""computer"", ""cat""]",100,2,379,5,1.0,0.0,swow,610
3R6RZGK0XFYTHZAVN84IOKKRB5NVY8,"[""computer"", ""cheese"", ""pirate"", ""darts"", ""cat""]",leisure,"[""computer"", ""darts"", ""cat""]",50,3,382,5,1.0,0.0,swow,611
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",shave,"[""monk"", ""haircut""]",67,2,384,5,1.0,0.0,swow,612
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",cool,"[""freezing"", ""ice""]",0,2,386,5,1.0,0.0,swow,613
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",dude,"[""monk"", ""haircut""]",67,2,387,5,1.0,0.0,swow,614
3Z3R5YC0P3984GPBDNCFYHPQ89HTFT,"[""freezing"", ""ice"", ""monk"", ""haircut"", ""stick""]",still,"[""ice"", ""monk""]",67,2,388,5,1.0,0.0,swow,615
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",pipe,"[""brass"", ""instrument""]",0,2,393,6,1.0,0.0,swow,616
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",recital,"[""music"", ""seatbelt"", ""instrument""]",50,3,394,6,1.0,0.0,swow,617
39O6Z4JLX2J4HUKLICIG56DI9ZTVX2,"[""music"", ""sty"", ""brass"", ""band"", ""seatbelt"", ""instrument""]",festival,"[""music"", ""band"", ""instrument""]",50,3,395,6,1.0,0.0,swow,618
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",natural,"[""vanilla"", ""snow"", ""mineral"", ""fruit""]",0,4,396,6,1.0,0.0,swow,619
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",fresh,"[""snow"", ""fruit""]",0,2,397,6,1.0,0.0,swow,620
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",seasons,"[""month"", ""snow""]",0,2,398,6,1.0,0.0,swow,621
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",plant,"[""vanilla"", ""snow"", ""fruit""]",50,3,399,6,1.0,0.0,swow,622
31ODACBENU14G52523IJ0BXIDSCQSV,"[""trousers"", ""vanilla"", ""month"", ""snow"", ""mineral"", ""fruit""]",grow,"[""vanilla"", ""fruit""]",0,2,400,6,1.0,0.0,swow,623
3XU9MCX6VOYBN707L3SDEJUJBKG2R6,"[""dancer"", ""map"", ""bomb"", ""explosion"", ""board""]",Russia,"[""dancer"", ""map""]",67,2,402,5,1.0,0.0,swow,624
3XU9MCX6VOYBN707L3SDEJUJBKG2R6,"[""dancer"", ""map"", ""bomb"", ""explosion"", ""board""]",Hiroshima,"[""map"", ""bomb"", ""explosion""]",50,3,403,5,1.0,0.0,swow,625
3XU9MCX6VOYBN707L3SDEJUJBKG2R6,"[""dancer"", ""map"", ""bomb"", ""explosion"", ""board""]",fart,"[""dancer"", ""bomb""]",100,2,404,5,1.0,0.0,swow,626
336OE47KI26PSUFV87MU3NZB0XNVW9,"[""fly"", ""ant"", ""swine"", ""hug"", ""bug""]",collective,"[""fly"", ""ant""]",67,2,408,5,1.0,0.0,swow,627
336OE47KI26PSUFV87MU3NZB0XNVW9,"[""fly"", ""ant"", ""swine"", ""hug"", ""bug""]",companion,"[""swine"", ""hug""]",67,2,409,5,1.0,0.0,swow,628
336OE47KI26PSUFV87MU3NZB0XNVW9,"[""fly"", ""ant"", ""swine"", ""hug"", ""bug""]",together,"[""ant"", ""hug""]",0,2,412,5,1.0,0.0,swow,629
3MJ28H2Y1EU0PRREBUD7IVSQK7MO5J,"[""roller"", ""tablet"", ""hair"", ""pants"", ""hill"", ""groin""]",bright,"[""tablet"", ""hill""]",100,2,414,6,1.0,0.0,swow,630
3MJ28H2Y1EU0PRREBUD7IVSQK7MO5J,"[""roller"", ""tablet"", ""hair"", ""pants"", ""hill"", ""groin""]",plastic,"[""roller"", ""tablet""]",67,2,415,6,1.0,0.0,swow,631
3MJ28H2Y1EU0PRREBUD7IVSQK7MO5J,"[""roller"", ""tablet"", ""hair"", ""pants"", ""hill"", ""groin""]",grooming,"[""roller"", ""hair""]",0,2,416,6,1.0,0.0,swow,632
3MJ28H2Y1EU0PRREBUD7IVSQK7MO5J,"[""roller"", ""tablet"", ""hair"", ""pants"", ""hill"", ""groin""]",follicles,"[""roller"", ""hair""]",67,2,417,6,1.0,0.0,swow,633
3UL5XDRDNC5X4Z4Y4DOBL92Q52J58Y,"[""bat"", ""baseball"", ""hog"", ""game"", ""purple"", ""watch""]",number,"[""baseball"", ""watch""]",67,2,420,6,1.0,0.0,swow,634
3UL5XDRDNC5X4Z4Y4DOBL92Q52J58Y,"[""bat"", ""baseball"", ""hog"", ""game"", ""purple"", ""watch""]",Screen,"[""game"", ""watch""]",0,2,422,6,1.0,0.0,swow,635
3UL5XDRDNC5X4Z4Y4DOBL92Q52J58Y,"[""bat"", ""baseball"", ""hog"", ""game"", ""purple"", ""watch""]",Aloft,"[""bat"", ""game"", ""watch""]",80,3,423,6,1.0,0.0,swow,636
3UL5XDRDNC5X4Z4Y4DOBL92Q52J58Y,"[""bat"", ""baseball"", ""hog"", ""game"", ""purple"", ""watch""]",notification,"[""game"", ""watch""]",67,2,424,6,1.0,0.0,swow,637
3UL5XDRDNC5X4Z4Y4DOBL92Q52J58Y,"[""bat"", ""baseball"", ""hog"", ""game"", ""purple"", ""watch""]",clock,"[""game"", ""watch""]",67,2,425,6,1.0,0.0,swow,638
3ZFRE2BDQ90LQEPVJ97JQCQEXAZZX6,"[""sidewalk"", ""mixer"", ""taco"", ""concrete"", ""pharmacy"", ""grey""]",cuisine,"[""mixer"", ""taco""]",100,2,427,6,1.0,0.0,swow,639
3ZFRE2BDQ90LQEPVJ97JQCQEXAZZX6,"[""sidewalk"", ""mixer"", ""taco"", ""concrete"", ""pharmacy"", ""grey""]",ethnic,"[""taco"", ""pharmacy""]",100,2,430,6,1.0,0.0,swow,640
3ZFRE2BDQ90LQEPVJ97JQCQEXAZZX6,"[""sidewalk"", ""mixer"", ""taco"", ""concrete"", ""pharmacy"", ""grey""]",hard,"[""sidewalk"", ""grey""]",67,2,431,6,0.83,0.24,swow,641
3JUDR1D0D6DBB6L78O3D9TKEFYE2Q5,"[""tumor"", ""axe"", ""bridge"", ""street"", ""toaster""]",curve,"[""tumor"", ""bridge""]",67,2,432,5,1.0,0.0,swow,642
3JUDR1D0D6DBB6L78O3D9TKEFYE2Q5,"[""tumor"", ""axe"", ""bridge"", ""street"", ""toaster""]",danger,"[""axe"", ""toaster""]",67,2,433,5,1.0,0.0,swow,643
3JUDR1D0D6DBB6L78O3D9TKEFYE2Q5,"[""tumor"", ""axe"", ""bridge"", ""street"", ""toaster""]",cut,"[""axe"", ""toaster""]",0,2,434,5,1.0,0.0,swow,644
